i,j,date1
56,120,20111002
56,120,20111003
56,120,20111004
56,120,20111005
56,120,20111006
56,120,20111007
56,120,20111008
56,120,20111009
56,120,20111010
56,120,20111011
56,120,20111012
56,120,20111013
56,120,20111014
56,120,20111016
56,120,20111017
56,120,20111018
56,120,20111020
56,120,20111021
56,120,20111022
56,120,20111023
56,120,20111024
56,120,20111027
56,120,20111028
56,120,20111029
56,120,20111030
56,120,20111101
56,120,20111102
56,120,20111103
56,120,20111104
56,120,20111105
56,120,20111106
56,120,20111107
56,120,20111108
56,120,20111109
56,120,20111110
56,120,20111111
56,120,20111112
56,120,20111113
56,120,20111114
56,120,20111115
56,120,20111116
56,120,20111117
56,120,20111118
56,120,20111119
56,120,20111120
56,120,20111121
56,120,20111122
56,120,20111123
56,120,20111124
56,120,20111125
56,120,20111126
56,120,20111127
56,120,20111128
56,120,20111129
56,120,20111130
56,120,20111201
56,120,20111202
56,120,20111203
56,120,20111204
56,120,20111205
56,120,20111207
56,120,20111208
56,120,20111209
56,120,20111210
56,120,20111211
56,120,20111212
56,120,20111213
56,120,20111214
56,120,20111215
56,120,20111216
56,120,20111217
56,120,20111218
56,120,20111219
56,120,20111221
56,120,20111222
56,120,20111223
56,120,20120112
56,120,20120119
56,139,20110826
56,139,20110827
56,139,20110923
56,139,20110929
56,139,20111007
56,139,20111120
56,139,20111203
56,162,20111014
56,162,20111015
56,162,20111024
56,162,20111115
56,162,20111121
56,164,20110825
56,164,20110827
56,164,20110828
56,164,20110830
56,164,20110901
56,164,20110903
56,164,20110905
56,164,20110916
56,164,20110918
56,164,20110924
56,164,20110926
56,164,20110927
56,164,20110928
56,164,20110930
56,164,20111007
56,164,20111008
56,164,20111022
56,164,20111104
56,164,20111110
56,164,20111122
56,164,20111204
56,164,20111209
56,164,20111212
56,164,20111216
57,35,20111118
57,35,20111127
57,35,20111129
57,38,20120302
57,68,20110826
57,68,20110916
57,68,20110923
57,68,20110929
57,68,20111021
57,68,20111023
57,68,20111202
57,68,20111203
57,68,20111204
57,68,20111225
57,68,20120115
57,68,20120117
57,68,20120120
57,68,20120216
57,68,20120220
57,68,20120221
57,68,20120224
57,68,20120226
57,68,20120229
57,68,20120303
57,68,20120304
57,68,20120309
57,68,20120322
57,68,20120324
57,68,20120327
57,68,20120328
57,68,20120329
57,68,20120330
57,68,20120331
57,68,20120402
57,68,20120404
57,68,20120410
57,68,20120414
57,68,20120416
57,68,20120417
57,68,20120419
57,68,20120504
57,68,20120507
57,68,20120508
57,68,20120509
57,68,20120511
57,68,20120512
57,103,20111003
57,103,20111024
57,103,20111106
57,103,20111118
57,103,20111128
57,103,20111202
57,103,20120202
57,103,20120223
57,103,20120305
57,103,20120327
57,103,20120410
57,103,20120411
57,103,20120412
57,110,20110825
57,136,20110920
57,136,20111023
57,144,20110822
57,144,20110824
57,144,20110825
57,144,20110827
57,144,20110828
57,144,20110829
57,144,20110830
57,144,20110831
57,144,20110901
57,144,20110902
57,144,20110904
57,144,20110908
57,144,20110909
57,144,20110910
57,144,20110911
57,144,20110913
57,144,20110915
57,144,20110916
57,144,20110917
57,144,20110919
57,144,20110920
57,144,20110921
57,144,20110922
57,144,20110923
57,144,20110926
57,144,20110927
57,144,20110928
57,144,20110929
57,144,20110930
57,144,20111005
57,144,20111006
57,144,20111009
57,144,20111013
57,144,20111021
57,144,20111022
57,144,20111023
57,144,20111024
57,144,20111025
57,144,20111026
57,144,20111028
57,144,20111029
57,144,20111030
57,144,20111101
57,144,20111103
57,144,20111104
57,144,20111105
57,144,20111108
57,144,20111109
57,144,20111111
57,144,20111112
57,144,20111113
57,144,20111121
57,144,20111122
57,144,20111123
57,144,20111124
57,144,20111127
57,144,20111129
57,144,20111130
57,144,20111201
57,144,20111202
57,144,20111206
57,144,20111207
57,144,20111208
57,144,20111209
57,144,20111210
57,144,20111211
57,144,20111213
57,144,20111214
57,144,20111215
57,144,20111222
57,144,20111224
57,144,20111225
57,144,20120101
57,144,20120105
57,144,20120116
57,144,20120118
57,144,20120119
57,144,20120120
57,144,20120121
57,144,20120122
57,144,20120123
57,144,20120126
57,144,20120127
57,144,20120128
57,144,20120130
57,144,20120131
57,144,20120201
57,144,20120203
57,144,20120204
57,144,20120206
57,144,20120207
57,144,20120209
57,144,20120210
57,144,20120212
57,144,20120213
57,144,20120214
57,144,20120216
57,144,20120217
57,144,20120219
57,144,20120221
57,144,20120222
57,144,20120224
57,144,20120225
57,144,20120229
57,144,20120301
57,144,20120303
57,144,20120304
57,144,20120306
57,144,20120307
57,144,20120308
57,144,20120309
57,144,20120316
57,144,20120317
57,144,20120318
57,144,20120321
57,144,20120324
57,144,20120325
57,144,20120326
57,144,20120329
57,144,20120330
57,144,20120401
57,144,20120402
57,144,20120404
57,144,20120405
57,144,20120409
57,144,20120410
57,144,20120412
57,144,20120416
57,144,20120417
57,144,20120420
57,144,20120503
57,144,20120504
57,144,20120506
57,144,20120508
57,144,20120511
57,144,20120512
57,192,20120327
57,192,20120328
57,192,20120330
57,192,20120412
57,192,20120416
58,66,20111031
58,66,20111101
58,97,20120124
58,97,20120216
58,97,20120220
58,97,20120317
58,97,20120412
58,97,20120429
58,121,20110927
58,121,20111007
58,121,20111009
58,121,20111111
58,121,20111121
58,121,20111125
58,121,20111128
58,121,20111129
58,121,20111201
58,121,20111205
58,121,20111207
58,121,20111211
58,121,20111212
58,121,20111215
58,121,20120104
58,121,20120105
58,121,20120213
58,121,20120215
58,121,20120303
58,121,20120309
58,121,20120317
58,121,20120318
58,121,20120409
58,121,20120413
58,144,20120318
58,144,20120321
59,45,20110822
59,45,20110823
59,45,20110824
59,45,20110825
59,45,20110826
59,45,20110828
59,45,20110829
59,45,20110830
59,45,20110831
59,45,20110901
59,45,20110902
59,45,20110903
59,45,20110910
59,45,20110911
59,45,20110915
59,45,20110921
59,45,20110926
59,45,20110928
59,182,20111011
59,182,20111013
59,182,20111014
59,182,20111025
59,182,20111031
59,182,20111102
59,182,20111113
59,182,20111114
59,182,20111123
59,182,20111127
59,182,20111214
60,6,20111108
60,19,20111121
60,19,20111122
60,19,20111124
60,19,20111210
60,19,20111211
60,19,20111212
60,19,20111213
60,19,20111214
60,19,20111215
60,19,20111216
60,19,20111222
60,19,20111228
60,19,20120115
60,19,20120119
60,19,20120121
60,19,20120122
60,19,20120123
60,19,20120124
60,19,20120129
60,19,20120130
60,19,20120131
60,19,20120201
60,19,20120202
60,19,20120203
60,19,20120204
60,19,20120205
60,19,20120206
60,19,20120207
60,19,20120208
60,19,20120209
60,19,20120210
60,19,20120211
60,19,20120212
60,19,20120213
60,19,20120217
60,19,20120218
60,19,20120219
60,19,20120221
60,19,20120224
60,19,20120302
60,19,20120309
60,19,20120318
60,19,20120319
60,19,20120320
60,19,20120322
60,19,20120325
60,19,20120330
60,19,20120331
60,19,20120402
60,19,20120405
60,19,20120415
60,19,20120424
60,19,20120428
60,19,20120429
60,19,20120503
60,127,20110821
60,127,20110822
60,127,20110823
60,127,20110824
60,127,20110825
60,127,20110826
60,127,20110827
60,127,20110828
60,127,20110829
60,127,20110830
60,127,20110831
60,127,20110901
60,127,20110902
60,127,20110903
60,127,20110904
60,127,20110905
60,127,20110906
60,127,20110907
60,127,20110908
60,127,20110909
60,127,20110910
60,127,20110911
60,127,20110915
60,127,20110916
60,127,20110917
60,127,20110918
60,127,20110920
60,127,20110922
60,127,20110923
60,127,20110927
60,127,20110928
60,127,20110929
60,127,20110930
60,127,20111001
60,127,20111003
60,127,20111004
60,127,20111005
60,127,20111006
60,127,20111008
60,127,20111009
60,127,20111011
60,127,20111013
60,127,20111020
60,127,20111022
60,127,20111023
60,127,20111026
60,127,20111027
60,127,20111028
60,127,20111029
60,127,20111030
60,127,20111101
60,127,20111103
60,127,20111105
60,127,20111106
60,127,20111110
60,127,20111112
60,127,20111113
60,127,20111116
60,127,20111117
60,127,20111118
60,127,20111120
60,127,20111122
60,127,20111210
60,127,20111211
60,127,20111212
60,127,20111213
60,127,20111214
60,127,20111215
60,127,20111216
60,127,20111224
60,127,20111225
60,127,20120105
60,127,20120106
60,127,20120111
60,127,20120112
60,127,20120113
60,127,20120114
60,127,20120115
60,127,20120116
60,127,20120117
60,127,20120118
60,127,20120119
60,127,20120120
60,127,20120121
60,127,20120122
60,127,20120123
60,127,20120126
60,127,20120127
60,127,20120128
60,127,20120129
60,127,20120131
60,127,20120201
60,127,20120203
60,127,20120204
60,127,20120205
60,127,20120206
60,127,20120207
60,127,20120208
60,127,20120209
60,127,20120210
60,127,20120211
60,127,20120212
60,127,20120213
60,127,20120215
60,127,20120216
60,127,20120217
60,127,20120218
60,127,20120219
60,127,20120220
60,127,20120221
60,127,20120222
60,127,20120224
60,127,20120225
60,127,20120227
60,127,20120228
60,127,20120229
60,127,20120301
60,127,20120302
60,127,20120303
60,127,20120304
60,127,20120305
60,127,20120306
60,127,20120307
60,127,20120309
60,127,20120313
60,127,20120314
60,127,20120315
60,127,20120318
60,127,20120319
60,127,20120320
60,127,20120321
60,127,20120322
60,127,20120323
60,127,20120325
60,127,20120326
60,127,20120330
60,127,20120331
60,127,20120401
60,127,20120402
60,127,20120404
60,127,20120405
60,127,20120406
60,127,20120407
60,127,20120409
60,127,20120411
60,127,20120415
60,127,20120418
60,127,20120421
60,127,20120425
60,127,20120427
60,127,20120429
60,127,20120430
60,127,20120503
60,127,20120505
60,127,20120506
60,127,20120507
60,127,20120508
60,127,20120509
60,127,20120510
60,127,20120511
62,15,20110923
62,15,20111007
62,15,20111008
62,15,20111010
62,15,20111024
62,15,20111108
62,15,20111116
62,15,20111201
62,15,20111225
62,15,20120212
62,17,20110824
62,17,20110825
62,17,20110831
62,17,20110903
62,17,20110909
62,17,20110910
62,17,20110916
62,17,20110918
62,17,20110919
62,17,20110923
62,17,20110930
62,17,20111004
62,17,20111008
62,17,20111025
62,17,20111204
62,17,20111206
62,17,20111207
62,17,20120211
62,17,20120212
62,17,20120219
62,17,20120226
62,17,20120418
62,17,20120419
62,46,20110919
62,46,20120322
62,100,20110907
62,100,20110909
62,100,20110910
62,100,20110911
62,100,20110914
62,100,20110916
62,100,20110917
62,100,20110918
62,100,20110919
62,100,20110921
62,100,20110922
62,100,20110923
62,100,20110924
62,100,20110925
62,100,20110926
62,100,20110928
62,100,20110930
62,100,20111001
62,100,20111003
62,100,20111007
62,100,20111008
62,100,20111009
62,100,20111012
62,100,20111023
62,100,20111101
62,100,20111102
62,100,20111108
62,100,20111116
62,100,20111202
62,100,20111206
62,100,20111222
62,100,20120124
62,132,20110905
62,132,20110907
62,132,20110908
62,132,20110912
62,138,20111202
62,138,20120219
62,138,20120303
62,138,20120404
62,140,20111114
62,140,20111215
62,140,20120124
62,140,20120125
62,140,20120126
62,140,20120209
62,140,20120210
62,140,20120212
62,140,20120216
62,140,20120223
62,140,20120224
62,140,20120227
62,140,20120228
62,140,20120229
62,140,20120301
62,140,20120304
62,140,20120305
62,140,20120319
62,140,20120326
62,140,20120331
62,140,20120411
62,140,20120413
62,140,20120414
62,140,20120416
62,140,20120418
62,140,20120423
62,140,20120427
62,140,20120428
62,140,20120502
62,140,20120504
62,140,20120507
62,140,20120508
62,183,20110923
62,183,20110924
62,183,20110925
62,183,20110930
62,183,20111007
62,183,20111008
62,183,20111010
62,183,20111021
62,183,20111024
62,183,20111116
62,183,20111201
62,183,20120123
62,183,20120130
62,183,20120212
62,186,20120423
63,19,20111009
63,19,20120122
63,19,20120126
63,19,20120301
63,53,20120330
63,53,20120409
63,53,20120429
63,127,20120202
63,127,20120207
63,127,20120208
63,127,20120301
64,21,20120425
64,21,20120509
64,26,20120115
64,26,20120212
64,26,20120216
64,26,20120217
64,26,20120224
64,26,20120226
64,26,20120229
64,26,20120301
64,26,20120304
64,26,20120316
64,26,20120317
64,26,20120318
64,26,20120320
64,26,20120322
64,26,20120329
64,26,20120330
64,26,20120331
64,26,20120405
64,26,20120409
64,26,20120424
64,26,20120428
64,26,20120510
64,75,20110830
64,75,20110831
64,75,20110901
64,75,20110902
64,75,20110903
64,75,20110906
64,75,20110907
64,75,20110908
64,75,20110909
64,75,20110910
64,75,20110911
64,75,20110912
64,75,20110914
64,75,20110915
64,75,20110916
64,75,20110917
64,75,20110918
64,75,20110919
64,75,20110920
64,75,20110921
64,75,20110922
64,75,20110923
64,75,20110924
64,75,20110925
64,75,20110926
64,75,20110927
64,75,20110929
64,75,20110930
64,75,20111001
64,75,20111002
64,75,20111003
64,75,20111004
64,75,20111005
64,75,20111006
64,75,20111007
64,75,20111009
64,75,20111010
64,75,20111011
64,75,20111012
64,75,20111013
64,75,20111018
64,75,20111019
64,75,20111021
64,75,20111022
64,75,20111023
64,75,20111024
64,75,20111025
64,75,20111026
64,75,20111027
64,75,20111028
64,75,20111029
64,75,20111030
64,75,20111031
64,75,20111101
64,75,20111102
64,75,20111103
64,75,20111104
64,75,20111105
64,75,20111106
64,75,20111107
64,75,20111108
64,75,20111109
64,75,20111110
64,75,20111111
64,75,20111112
64,75,20111113
64,75,20111115
64,75,20111117
64,75,20111118
64,75,20111119
64,75,20111120
64,75,20111121
64,75,20111122
64,75,20111124
64,75,20111125
64,75,20111201
64,75,20111202
64,75,20111203
64,75,20111204
64,75,20111205
64,75,20111206
64,75,20111207
64,75,20111210
64,75,20111211
64,75,20111212
64,75,20111213
64,75,20111214
64,75,20111215
64,75,20111216
64,75,20111217
64,75,20111221
64,75,20111224
64,75,20111225
64,75,20111227
64,75,20111230
64,75,20120103
64,75,20120104
64,75,20120106
64,75,20120107
64,75,20120108
64,75,20120109
64,75,20120114
64,75,20120115
64,75,20120116
64,75,20120117
64,75,20120118
64,75,20120120
64,75,20120121
64,75,20120122
64,75,20120123
64,75,20120124
64,75,20120125
64,75,20120126
64,75,20120127
64,75,20120128
64,75,20120130
64,75,20120203
64,75,20120204
64,75,20120205
64,75,20120206
64,75,20120207
64,75,20120208
64,75,20120209
64,75,20120210
64,75,20120211
64,75,20120212
64,75,20120213
64,75,20120214
64,75,20120215
64,75,20120216
64,75,20120217
64,75,20120218
64,75,20120219
64,75,20120220
64,75,20120222
64,75,20120224
64,75,20120225
64,75,20120226
64,75,20120227
64,75,20120228
64,75,20120229
64,75,20120301
64,75,20120302
64,75,20120303
64,75,20120304
64,75,20120305
64,75,20120306
64,75,20120307
64,75,20120308
64,75,20120309
64,75,20120311
64,75,20120312
64,75,20120313
64,75,20120316
64,75,20120317
64,75,20120318
64,75,20120319
64,75,20120320
64,75,20120321
64,75,20120322
64,75,20120323
64,75,20120324
64,75,20120325
64,75,20120326
64,75,20120327
64,75,20120328
64,75,20120329
64,75,20120330
64,75,20120331
64,75,20120402
64,75,20120403
64,75,20120404
64,75,20120405
64,75,20120411
64,75,20120412
64,75,20120423
64,75,20120425
64,75,20120426
64,75,20120427
64,75,20120428
64,75,20120429
64,75,20120430
64,75,20120501
64,75,20120503
64,75,20120505
64,75,20120506
64,75,20120507
64,75,20120508
64,75,20120509
64,75,20120510
64,122,20120302
65,5,20120418
65,6,20110824
65,10,20111005
65,10,20111029
65,10,20111209
65,89,20110912
65,89,20110920
65,89,20110922
65,89,20110923
65,89,20110924
65,89,20110930
65,89,20111004
65,89,20111006
65,89,20111007
65,89,20111009
65,89,20111010
65,89,20111106
65,89,20111113
65,89,20111120
65,89,20111205
65,89,20111211
65,89,20111212
65,89,20111213
65,89,20120120
65,104,20110829
65,104,20110901
65,104,20110911
65,104,20111027
65,104,20111107
65,104,20120215
65,104,20120222
65,104,20120224
65,104,20120227
65,104,20120308
65,104,20120317
65,104,20120330
65,104,20120420
65,104,20120423
65,104,20120502
65,124,20110821
65,124,20110823
65,124,20110824
65,124,20110825
65,124,20110826
65,124,20110827
65,124,20110828
65,124,20110829
65,124,20110901
65,124,20110902
65,124,20110903
65,124,20110904
65,124,20110905
65,124,20110906
65,124,20110907
65,124,20110908
65,124,20110909
65,124,20110910
65,124,20110912
65,124,20110913
65,124,20110914
65,124,20110917
65,124,20110918
65,124,20110919
65,124,20110920
65,124,20110921
65,124,20110922
65,124,20110923
65,124,20110924
65,124,20110930
65,124,20111001
65,124,20111002
65,124,20111003
65,124,20111004
65,124,20111007
65,124,20111008
65,124,20111009
65,124,20111010
65,124,20111013
65,124,20111020
65,124,20111022
65,124,20111027
65,124,20111028
65,124,20111029
65,124,20111104
65,124,20111105
65,124,20111111
65,124,20111112
65,124,20111118
65,124,20111119
65,124,20111120
65,124,20111203
65,124,20111205
65,124,20111206
65,124,20111214
65,124,20111227
65,124,20111231
65,124,20120116
65,124,20120119
65,124,20120122
65,124,20120123
65,124,20120124
65,124,20120125
65,124,20120128
65,124,20120129
65,124,20120201
65,124,20120202
65,124,20120203
65,124,20120204
65,124,20120206
65,124,20120207
65,124,20120208
65,124,20120209
65,124,20120210
65,124,20120211
65,124,20120212
65,124,20120213
65,124,20120214
65,124,20120217
65,124,20120219
65,124,20120220
65,124,20120222
65,124,20120223
65,124,20120301
65,124,20120303
65,124,20120304
65,124,20120305
65,124,20120308
65,124,20120309
65,124,20120315
65,124,20120320
65,124,20120321
65,124,20120324
65,124,20120326
65,124,20120327
65,124,20120328
65,124,20120329
65,124,20120401
65,124,20120402
65,124,20120405
65,124,20120407
65,124,20120409
65,124,20120413
65,124,20120415
65,124,20120420
65,124,20120421
65,124,20120429
65,124,20120502
65,124,20120503
65,124,20120504
65,124,20120509
65,124,20120512
65,144,20110910
65,186,20110903
65,186,20110919
65,186,20110920
65,186,20111001
65,186,20111002
65,186,20111003
65,186,20111007
65,186,20111008
65,186,20111009
65,186,20111022
65,186,20111023
65,186,20111029
65,186,20111030
65,186,20111031
65,186,20111101
65,186,20111102
65,186,20111103
65,186,20111104
65,186,20111105
65,186,20111106
65,186,20111107
65,186,20111119
65,186,20120303
65,186,20120326
65,186,20120401
65,186,20120402
65,186,20120403
65,186,20120409
65,186,20120410
65,186,20120411
65,186,20120412
65,186,20120413
66,36,20110824
66,58,20111031
66,58,20111101
66,103,20110921
66,103,20111027
66,103,20111029
66,103,20111102
66,103,20111209
66,110,20110917
66,110,20111027
66,110,20111029
66,110,20111102
66,110,20111109
66,110,20111113
66,110,20111129
66,110,20111130
66,110,20111203
66,110,20111223
66,113,20110823
66,113,20110824
66,113,20110825
66,113,20110827
66,113,20110828
66,113,20110829
66,113,20110830
66,113,20110831
66,113,20110901
66,113,20110902
66,113,20110903
66,113,20110905
66,113,20110907
66,113,20110908
66,113,20110909
66,113,20110911
66,113,20110912
66,113,20110913
66,113,20110916
66,113,20110917
66,113,20110919
66,113,20110920
66,113,20110921
66,113,20110922
66,113,20110923
66,113,20110924
66,113,20110925
66,113,20110926
66,113,20110927
66,113,20110928
66,113,20110929
66,113,20111001
66,113,20111002
66,113,20111003
66,113,20111004
66,113,20111005
66,113,20111006
66,113,20111007
66,113,20111008
66,113,20111009
66,113,20111010
66,113,20111011
66,113,20111012
66,113,20111013
66,113,20111014
66,113,20111016
66,113,20111019
66,113,20111020
66,113,20111021
66,113,20111022
66,113,20111023
66,113,20111024
66,113,20111026
66,113,20111027
66,113,20111028
66,113,20111029
66,113,20111031
66,113,20111101
66,113,20111102
66,113,20111104
66,113,20111105
66,113,20111107
66,113,20111109
66,113,20111110
66,113,20111111
66,113,20111112
66,113,20111114
66,113,20111116
66,113,20111117
66,113,20111118
66,113,20111119
66,113,20111121
66,113,20111124
66,113,20111127
66,113,20111130
66,113,20111202
66,113,20111203
66,113,20111205
66,113,20111206
66,113,20111209
66,113,20111210
66,113,20111213
66,113,20111214
66,113,20111215
66,113,20111223
66,113,20111225
66,118,20111203
66,118,20111213
66,118,20111214
66,129,20111021
66,129,20111022
66,186,20111207
66,188,20110821
66,188,20110822
66,188,20110828
66,188,20110829
66,188,20110901
66,188,20110904
66,188,20111021
66,188,20111027
66,188,20111029
66,188,20111105
67,103,20120411
67,103,20120415
67,107,20110821
67,107,20110822
67,107,20110826
67,107,20110827
67,107,20110916
67,107,20110918
67,107,20110920
67,107,20110923
67,107,20110924
67,107,20110925
67,107,20110929
67,129,20111102
67,129,20111119
67,129,20111120
67,173,20111105
67,173,20120119
67,173,20120126
67,173,20120201
67,173,20120209
67,173,20120210
67,173,20120211
67,173,20120212
67,173,20120218
67,173,20120224
67,173,20120226
67,173,20120303
67,173,20120306
67,173,20120322
67,173,20120325
67,173,20120401
67,173,20120419
67,173,20120501
67,173,20120502
67,186,20111005
67,186,20120203
67,194,20120127
68,2,20110911
68,2,20110913
68,2,20110916
68,2,20110917
68,2,20110920
68,2,20111029
68,2,20111030
68,2,20111104
68,2,20111105
68,2,20111116
68,2,20111129
68,2,20111211
68,2,20111225
68,2,20120226
68,2,20120308
68,2,20120322
68,12,20111012
68,19,20110906
68,19,20110913
68,19,20110919
68,19,20111007
68,19,20111206
68,57,20110826
68,57,20110923
68,57,20110929
68,57,20111021
68,57,20111023
68,57,20111202
68,57,20111203
68,57,20111204
68,57,20111225
68,57,20120115
68,57,20120117
68,57,20120213
68,57,20120216
68,57,20120220
68,57,20120221
68,57,20120224
68,57,20120226
68,57,20120229
68,57,20120301
68,57,20120303
68,57,20120304
68,57,20120309
68,57,20120322
68,57,20120324
68,57,20120327
68,57,20120328
68,57,20120329
68,57,20120330
68,57,20120331
68,57,20120402
68,57,20120404
68,57,20120410
68,57,20120416
68,57,20120417
68,57,20120419
68,57,20120429
68,57,20120502
68,57,20120504
68,57,20120507
68,57,20120508
68,57,20120509
68,116,20111027
68,116,20120324
68,121,20110909
68,121,20110911
68,121,20110912
68,121,20110914
68,121,20110920
68,121,20111002
68,121,20111011
68,121,20111012
68,121,20111024
68,121,20111031
68,121,20111107
68,121,20111115
68,121,20111129
68,121,20111201
68,121,20111210
68,121,20111214
68,121,20120318
68,136,20110823
68,136,20110826
68,136,20110827
68,136,20110828
68,136,20110911
68,136,20110914
68,136,20110921
68,136,20110922
68,136,20110923
68,136,20110926
68,136,20111001
68,136,20111009
68,136,20111013
68,136,20111023
68,136,20111025
68,136,20111028
68,136,20111030
68,136,20111106
68,136,20111107
68,136,20111109
68,136,20111120
68,136,20111204
68,136,20111206
68,136,20111208
68,136,20111215
68,136,20111216
68,136,20120119
68,136,20120213
68,136,20120307
68,136,20120326
68,136,20120414
68,136,20120424
68,136,20120503
68,136,20120504
68,136,20120510
68,144,20110930
68,144,20111001
68,144,20111025
68,144,20111026
68,144,20111105
68,144,20111115
68,144,20111204
68,144,20111208
68,144,20111221
68,144,20111225
68,144,20111227
68,144,20120115
68,144,20120213
68,144,20120214
68,144,20120216
68,144,20120219
68,144,20120220
68,144,20120224
68,144,20120225
68,144,20120301
68,144,20120303
68,144,20120307
68,144,20120316
68,144,20120317
68,144,20120318
68,144,20120322
68,144,20120324
68,144,20120325
68,144,20120326
68,144,20120330
68,144,20120401
68,144,20120404
68,144,20120412
68,144,20120414
68,144,20120416
68,144,20120422
68,144,20120424
68,144,20120425
68,144,20120426
68,144,20120501
68,144,20120503
68,144,20120508
68,182,20110826
68,182,20110827
68,182,20110902
68,182,20110908
68,182,20110915
68,182,20110916
68,182,20110924
68,182,20110925
68,182,20110927
68,182,20110928
68,182,20110929
68,182,20110930
68,182,20111013
68,182,20111022
68,182,20111023
68,182,20111025
68,182,20111026
68,182,20111027
68,182,20111029
68,182,20111104
68,182,20111122
68,182,20111123
68,182,20111209
68,182,20120331
69,6,20110826
69,6,20110827
69,6,20110829
69,6,20110830
69,6,20110903
69,6,20110908
69,6,20110910
69,6,20110913
69,6,20110914
69,6,20110916
69,6,20110917
69,6,20110919
69,6,20110920
69,6,20110922
69,6,20110928
69,6,20111002
69,6,20111007
69,6,20111008
69,6,20111014
69,6,20111020
69,6,20111028
69,6,20111030
69,6,20111111
69,6,20111118
69,6,20111122
69,6,20111126
69,6,20111129
69,6,20111205
69,6,20120106
69,6,20120116
69,6,20120225
69,83,20110828
69,83,20110829
69,83,20110831
69,83,20110902
69,83,20110906
69,83,20110907
69,83,20110908
69,83,20110909
69,83,20110910
69,83,20110911
69,83,20110913
69,83,20110915
69,83,20110917
69,83,20110920
69,83,20110928
69,83,20111007
69,83,20111020
69,83,20111130
69,83,20111207
69,83,20111212
69,83,20120227
69,83,20120329
69,83,20120330
69,83,20120430
69,102,20110919
69,102,20110928
69,102,20111004
69,102,20111007
69,102,20111010
69,102,20111011
69,102,20111014
69,102,20111020
69,102,20111101
69,102,20111212
69,102,20120106
69,102,20120107
69,102,20120108
69,102,20120114
69,122,20110910
69,122,20110917
69,122,20120429
69,188,20110912
69,188,20110919
69,188,20110929
69,188,20111003
69,188,20111024
69,188,20111112
70,10,20110914
70,97,20110828
70,97,20110916
72,19,20120229
72,19,20120301
72,158,20110914
72,158,20111109
72,158,20111110
72,158,20111111
72,158,20120329
72,186,20120418
72,186,20120421
72,186,20120422
72,186,20120423
72,186,20120425
74,167,20111114
74,167,20120122
74,167,20120217
74,167,20120227
74,167,20120307
74,167,20120309
74,167,20120328
74,167,20120330
74,167,20120425
74,167,20120428
74,167,20120502
74,167,20120507
74,179,20111103
74,179,20111113
74,179,20111211
74,179,20111212
74,179,20111227
74,179,20111229
75,64,20110830
75,64,20110831
75,64,20110901
75,64,20110902
75,64,20110903
75,64,20110907
75,64,20110908
75,64,20110909
75,64,20110910
75,64,20110911
75,64,20110912
75,64,20110914
75,64,20110915
75,64,20110916
75,64,20110917
75,64,20110918
75,64,20110919
75,64,20110920
75,64,20110921
75,64,20110922
75,64,20110923
75,64,20110924
75,64,20110925
75,64,20110926
75,64,20110927
75,64,20110929
75,64,20110930
75,64,20111001
75,64,20111002
75,64,20111003
75,64,20111004
75,64,20111005
75,64,20111006
75,64,20111007
75,64,20111008
75,64,20111009
75,64,20111011
75,64,20111012
75,64,20111013
75,64,20111018
75,64,20111019
75,64,20111021
75,64,20111022
75,64,20111023
75,64,20111024
75,64,20111025
75,64,20111026
75,64,20111027
75,64,20111028
75,64,20111029
75,64,20111030
75,64,20111031
75,64,20111101
75,64,20111102
75,64,20111103
75,64,20111104
75,64,20111105
75,64,20111106
75,64,20111107
75,64,20111108
75,64,20111109
75,64,20111110
75,64,20111111
75,64,20111112
75,64,20111113
75,64,20111115
75,64,20111117
75,64,20111118
75,64,20111119
75,64,20111120
75,64,20111121
75,64,20111122
75,64,20111124
75,64,20111125
75,64,20111127
75,64,20111201
75,64,20111202
75,64,20111203
75,64,20111204
75,64,20111205
75,64,20111206
75,64,20111207
75,64,20111210
75,64,20111211
75,64,20111212
75,64,20111213
75,64,20111214
75,64,20111215
75,64,20111216
75,64,20111217
75,64,20111221
75,64,20111224
75,64,20111225
75,64,20111227
75,64,20111230
75,64,20120103
75,64,20120106
75,64,20120107
75,64,20120108
75,64,20120109
75,64,20120113
75,64,20120114
75,64,20120115
75,64,20120117
75,64,20120118
75,64,20120119
75,64,20120120
75,64,20120121
75,64,20120122
75,64,20120123
75,64,20120124
75,64,20120125
75,64,20120126
75,64,20120127
75,64,20120128
75,64,20120203
75,64,20120205
75,64,20120206
75,64,20120207
75,64,20120208
75,64,20120209
75,64,20120211
75,64,20120212
75,64,20120213
75,64,20120214
75,64,20120215
75,64,20120216
75,64,20120217
75,64,20120218
75,64,20120219
75,64,20120220
75,64,20120222
75,64,20120224
75,64,20120225
75,64,20120227
75,64,20120228
75,64,20120229
75,64,20120302
75,64,20120303
75,64,20120304
75,64,20120305
75,64,20120306
75,64,20120307
75,64,20120308
75,64,20120309
75,64,20120311
75,64,20120312
75,64,20120316
75,64,20120317
75,64,20120318
75,64,20120319
75,64,20120320
75,64,20120322
75,64,20120324
75,64,20120325
75,64,20120326
75,64,20120327
75,64,20120328
75,64,20120329
75,64,20120330
75,64,20120331
75,64,20120401
75,64,20120402
75,64,20120404
75,64,20120405
75,64,20120411
75,64,20120412
75,64,20120413
75,64,20120414
