i,j,date1
153,163,20120503
153,163,20120509
154,54,20120422
154,54,20120501
154,54,20120509
154,54,20120510
154,79,20111025
154,79,20111206
154,153,20110914
154,153,20110915
154,153,20110920
154,153,20110922
154,153,20110925
154,153,20110927
154,153,20110929
154,153,20111006
154,153,20111011
154,153,20111022
154,153,20111027
154,153,20111117
154,153,20111201
154,153,20111202
154,153,20111203
154,153,20120103
154,153,20120104
154,153,20120223
154,153,20120225
154,153,20120226
154,153,20120304
154,153,20120418
155,27,20110822
155,27,20110826
155,27,20110903
155,27,20120119
155,27,20120408
155,27,20120424
155,27,20120428
155,28,20110822
155,28,20120123
155,93,20110827
155,93,20120510
155,114,20110824
155,114,20110826
155,114,20120118
155,195,20120510
155,195,20120511
156,86,20120125
156,86,20120126
156,86,20120131
156,86,20120202
156,86,20120209
156,86,20120214
156,86,20120217
156,86,20120221
156,86,20120414
156,86,20120415
156,86,20120417
156,86,20120428
156,86,20120506
156,86,20120507
156,106,20120228
156,106,20120229
156,106,20120308
156,106,20120323
156,106,20120504
156,138,20110824
156,138,20110826
156,144,20120121
156,144,20120130
156,144,20120227
156,144,20120508
157,4,20110916
157,48,20110911
157,48,20110913
157,48,20110914
157,48,20110917
157,48,20110918
157,48,20110925
157,48,20111001
157,48,20111002
157,48,20111003
157,48,20111004
157,48,20111005
157,48,20111007
157,48,20111009
157,48,20111012
157,48,20111013
157,48,20111014
157,48,20111103
157,187,20111110
158,53,20110823
158,53,20110824
158,53,20110826
158,53,20110909
158,53,20110910
158,53,20110911
158,72,20111109
158,72,20111110
158,72,20111111
158,174,20110823
158,174,20110824
158,174,20110825
158,174,20110826
158,174,20110828
158,174,20110829
158,174,20110830
158,174,20110831
158,174,20110901
158,174,20110902
158,174,20110903
158,174,20110904
158,174,20110905
158,174,20110906
158,174,20110908
158,174,20110911
158,174,20110914
158,174,20110916
158,174,20110917
158,174,20110918
158,174,20110921
158,174,20110923
158,174,20110925
158,174,20110926
158,174,20110928
158,174,20110929
158,174,20110930
158,174,20111001
158,174,20111002
158,174,20111005
158,174,20111006
158,174,20111009
158,174,20111011
158,174,20111013
158,174,20111014
158,174,20111018
158,174,20111021
158,174,20111022
158,174,20111023
158,174,20111024
158,174,20111025
158,174,20111026
158,174,20111027
158,174,20111028
158,174,20111029
158,174,20111030
158,174,20111101
158,174,20111103
158,174,20111104
158,174,20111106
158,174,20111107
158,174,20111110
158,174,20111111
158,174,20111112
158,174,20111114
158,174,20111116
158,174,20111117
158,174,20111118
158,174,20111121
158,174,20111122
158,174,20111123
158,174,20111124
158,174,20111126
158,174,20111127
158,174,20111130
158,174,20111202
158,174,20111203
158,174,20111204
158,174,20111205
158,174,20111206
158,174,20111208
158,174,20111210
158,174,20111211
158,174,20111212
158,174,20111213
158,174,20111214
158,174,20111215
158,174,20111223
158,174,20111225
158,174,20111226
158,174,20111229
158,174,20111230
158,174,20120102
158,174,20120103
158,174,20120110
158,174,20120115
158,174,20120116
158,174,20120118
158,174,20120121
158,174,20120123
158,174,20120124
158,174,20120128
158,174,20120131
158,174,20120202
158,174,20120204
158,174,20120206
158,174,20120208
158,174,20120210
158,174,20120211
158,174,20120213
158,174,20120215
158,174,20120217
158,174,20120219
158,174,20120220
158,174,20120221
158,174,20120222
158,174,20120223
158,174,20120225
158,174,20120227
158,174,20120301
158,174,20120302
158,174,20120305
158,174,20120312
158,174,20120413
158,174,20120416
158,174,20120417
158,174,20120420
158,174,20120421
158,174,20120423
158,174,20120426
158,174,20120429
158,174,20120503
158,174,20120506
159,4,20110828
159,4,20110829
159,4,20110905
159,4,20110909
159,4,20110910
159,4,20110911
159,4,20111010
159,4,20111019
159,4,20111023
159,4,20111215
159,4,20111225
159,4,20120125
159,4,20120126
159,4,20120208
159,4,20120213
159,4,20120214
159,4,20120215
159,4,20120216
159,4,20120218
159,4,20120228
159,4,20120310
159,4,20120317
159,4,20120318
159,4,20120406
159,4,20120407
159,4,20120425
159,5,20111128
159,5,20111225
159,5,20120202
159,5,20120207
159,5,20120208
159,5,20120213
159,5,20120216
159,5,20120218
159,5,20120223
159,5,20120228
159,5,20120229
159,5,20120301
159,5,20120303
159,5,20120304
159,5,20120305
159,5,20120306
159,5,20120310
159,5,20120318
159,5,20120322
159,5,20120323
159,5,20120329
159,5,20120330
159,5,20120404
159,5,20120405
159,5,20120407
159,5,20120419
159,5,20120428
159,5,20120508
159,5,20120512
159,44,20120219
159,107,20111210
159,107,20111211
159,107,20111214
159,107,20111216
159,107,20120103
159,107,20120104
159,107,20120116
159,107,20120118
159,107,20120119
159,107,20120120
159,107,20120123
159,107,20120125
159,107,20120126
159,107,20120130
159,107,20120131
159,107,20120201
159,107,20120202
159,107,20120203
159,107,20120206
159,107,20120208
159,107,20120214
159,107,20120219
159,107,20120220
159,107,20120222
159,107,20120305
159,107,20120307
159,107,20120310
159,107,20120322
159,107,20120323
159,107,20120418
159,107,20120501
159,146,20110828
159,146,20110915
159,146,20110916
159,146,20110917
159,146,20111124
159,146,20111225
159,146,20120118
159,146,20120122
159,146,20120128
159,146,20120203
159,146,20120204
159,146,20120211
159,146,20120218
159,146,20120220
159,146,20120222
159,146,20120225
159,146,20120228
159,146,20120301
159,146,20120302
159,146,20120303
159,146,20120306
159,146,20120319
159,146,20120322
159,147,20111115
159,147,20111117
159,147,20111118
159,147,20111119
159,147,20120126
159,147,20120215
159,187,20120512
161,127,20110827
161,127,20111127
161,127,20120122
162,11,20110918
162,45,20110901
162,45,20110902
162,56,20111014
162,56,20111015
162,56,20111024
162,56,20111115
162,56,20111121
162,56,20111205
162,56,20120124
162,97,20120208
162,97,20120209
162,97,20120302
162,97,20120306
162,97,20120308
162,97,20120322
162,97,20120324
162,97,20120329
162,97,20120426
162,97,20120427
162,97,20120428
162,97,20120429
162,97,20120501
162,97,20120503
162,97,20120505
162,97,20120509
162,97,20120510
162,110,20120121
162,110,20120122
162,120,20110821
162,120,20110822
162,120,20110823
162,120,20110824
162,120,20110825
162,120,20110826
162,120,20110827
162,120,20110828
162,120,20110829
162,120,20110830
162,120,20110831
162,120,20110901
162,120,20110902
162,120,20110903
162,120,20110904
162,120,20110905
162,120,20110906
162,120,20110907
162,120,20110908
162,120,20110909
162,120,20110910
162,120,20110912
162,120,20110913
162,120,20110914
162,120,20110915
162,120,20110916
162,120,20110917
162,120,20110918
162,120,20110919
162,120,20110920
162,120,20110921
162,120,20110923
162,120,20110924
162,120,20110925
162,120,20110927
162,120,20110928
162,120,20110929
162,120,20111001
162,120,20111002
162,120,20111003
162,120,20111004
162,120,20111005
162,120,20111006
162,120,20111007
162,120,20111008
162,120,20111009
162,120,20111010
162,120,20111011
162,120,20111012
162,120,20111013
162,120,20111014
162,120,20111015
162,120,20111016
162,120,20111017
162,120,20111019
162,120,20111021
162,120,20111022
162,120,20111024
162,120,20111025
162,120,20111026
162,120,20111027
162,120,20111028
162,120,20111029
162,120,20111030
162,120,20111031
162,120,20111101
162,120,20111102
162,120,20111103
162,120,20111104
162,120,20111105
162,120,20111106
162,120,20111109
162,120,20111110
162,120,20111111
162,120,20111112
162,120,20111113
162,120,20111114
162,120,20111115
162,120,20111116
162,120,20111117
162,120,20111118
162,120,20111119
162,120,20111120
162,120,20111121
162,120,20111122
162,120,20111127
162,120,20111128
162,120,20111129
162,120,20111130
162,120,20111202
162,120,20111203
162,120,20111204
162,120,20111205
162,120,20111206
162,120,20111207
162,120,20111208
162,120,20111209
162,120,20111210
162,120,20111211
162,120,20111212
162,120,20111213
162,120,20111214
162,120,20111215
162,120,20111216
162,120,20111217
162,120,20111218
162,120,20111219
162,120,20111220
162,120,20111221
162,120,20111222
162,120,20111225
162,120,20111226
162,120,20111228
162,120,20111231
162,120,20120101
162,120,20120105
162,120,20120106
162,120,20120108
162,120,20120109
162,120,20120113
162,120,20120114
162,120,20120115
162,120,20120116
162,120,20120117
162,120,20120118
162,120,20120119
162,120,20120120
162,120,20120121
162,120,20120122
162,120,20120123
162,120,20120124
162,120,20120125
162,120,20120126
162,120,20120127
162,120,20120128
162,120,20120129
162,120,20120131
162,120,20120201
162,120,20120202
162,120,20120203
162,120,20120204
162,120,20120205
162,120,20120206
162,120,20120207
162,120,20120208
162,120,20120209
162,120,20120210
162,120,20120211
162,120,20120212
162,120,20120213
162,120,20120214
162,120,20120215
162,120,20120216
162,120,20120217
162,120,20120220
162,120,20120221
162,120,20120222
162,120,20120223
162,120,20120224
162,120,20120225
162,120,20120226
162,120,20120227
162,120,20120228
162,120,20120229
162,120,20120301
162,120,20120302
162,120,20120303
162,120,20120304
162,120,20120305
162,120,20120306
162,120,20120307
162,120,20120308
162,120,20120309
162,120,20120310
162,120,20120312
162,120,20120313
162,120,20120314
162,120,20120315
162,120,20120316
162,120,20120317
162,120,20120318
162,120,20120319
162,120,20120321
162,120,20120322
162,120,20120323
162,120,20120324
162,120,20120325
162,120,20120326
162,120,20120327
162,120,20120328
162,120,20120329
162,120,20120330
162,120,20120331
162,120,20120401
162,120,20120402
162,120,20120403
162,120,20120404
162,120,20120405
162,120,20120406
162,120,20120407
162,120,20120408
162,120,20120409
162,120,20120410
162,120,20120411
162,120,20120412
162,120,20120413
162,120,20120414
162,120,20120415
162,120,20120416
162,120,20120417
162,120,20120418
162,120,20120419
162,120,20120421
162,120,20120422
162,120,20120423
162,120,20120424
162,120,20120425
162,120,20120426
162,120,20120427
162,120,20120428
162,120,20120429
162,120,20120430
162,120,20120501
162,120,20120502
162,120,20120503
162,120,20120504
162,120,20120505
162,120,20120506
162,120,20120507
162,120,20120508
162,120,20120509
162,120,20120510
162,120,20120511
162,120,20120512
162,170,20111001
162,170,20111023
162,170,20111025
162,170,20111103
162,170,20111110
162,186,20120427
163,35,20110823
163,35,20111001
163,35,20111225
163,35,20120111
163,35,20120112
163,35,20120402
163,35,20120405
163,85,20110826
163,85,20110827
163,85,20110903
163,85,20110905
163,85,20110906
163,85,20110907
163,85,20110908
163,85,20110910
163,85,20110913
163,85,20110918
163,85,20110920
163,85,20110921
163,85,20110923
163,85,20110924
163,85,20110926
163,85,20110929
163,85,20111004
163,85,20111008
163,85,20111012
163,85,20111027
163,85,20111029
163,85,20111030
163,85,20111101
163,85,20111102
163,85,20111108
163,85,20111111
163,85,20111112
163,85,20111113
163,85,20111118
163,85,20111119
163,85,20111120
163,85,20111124
163,85,20111201
163,85,20111202
163,85,20111206
163,85,20111208
163,85,20111209
163,85,20111211
163,85,20111212
163,85,20111215
163,85,20111216
163,85,20111225
163,85,20120101
163,85,20120115
163,85,20120116
163,85,20120118
163,85,20120120
163,85,20120121
163,85,20120123
163,85,20120125
163,85,20120127
163,85,20120129
163,85,20120130
163,85,20120131
163,85,20120201
163,85,20120203
163,85,20120205
163,85,20120206
163,85,20120208
163,85,20120211
163,85,20120212
163,85,20120213
163,85,20120214
163,85,20120215
163,85,20120216
163,85,20120217
163,85,20120218
163,85,20120219
163,85,20120220
163,85,20120221
163,85,20120222
163,85,20120223
163,85,20120224
163,85,20120226
163,85,20120229
163,85,20120301
163,85,20120302
163,85,20120303
163,85,20120304
163,85,20120305
163,85,20120306
163,85,20120307
163,85,20120308
163,85,20120309
163,85,20120310
163,85,20120313
163,85,20120314
163,85,20120315
163,85,20120316
163,85,20120319
163,85,20120320
163,85,20120321
163,85,20120323
163,85,20120324
163,85,20120325
163,85,20120326
163,85,20120327
163,85,20120328
163,85,20120329
163,85,20120330
163,85,20120331
163,85,20120401
163,85,20120403
163,85,20120404
163,85,20120406
163,85,20120407
163,85,20120409
163,85,20120410
163,85,20120411
163,85,20120412
163,85,20120413
163,85,20120414
163,85,20120415
163,85,20120416
163,85,20120417
163,85,20120418
163,85,20120419
163,85,20120420
163,85,20120421
163,85,20120423
163,85,20120424
163,85,20120425
163,85,20120426
163,85,20120427
163,85,20120428
163,85,20120429
163,85,20120430
163,85,20120502
163,85,20120503
163,85,20120504
163,85,20120505
163,85,20120506
163,85,20120508
163,85,20120509
163,85,20120510
163,153,20120324
163,153,20120328
163,153,20120330
163,153,20120331
163,153,20120421
163,153,20120425
163,153,20120429
163,153,20120509
164,52,20110822
164,52,20110828
164,52,20110903
164,52,20110906
164,52,20111029
164,56,20110827
164,56,20110828
164,56,20110830
164,56,20110901
164,56,20110903
164,56,20110905
164,56,20110916
164,56,20110918
164,56,20110924
164,56,20110926
164,56,20110927
164,56,20110928
164,56,20110930
164,56,20111022
164,56,20111104
164,56,20111110
164,56,20111122
164,56,20111201
164,56,20111204
164,56,20111209
164,56,20111212
164,56,20111216
164,56,20120218
164,95,20120130
164,95,20120203
164,95,20120305
164,149,20111129
164,149,20111130
164,149,20111225
164,149,20120101
164,149,20120201
164,149,20120324
164,149,20120328
164,177,20111013
164,177,20111016
164,177,20111024
164,177,20111103
164,177,20111106
164,177,20111111
164,177,20111114
164,177,20111115
164,177,20111117
164,177,20111120
164,177,20111129
164,177,20111130
164,177,20111202
164,177,20111208
164,177,20111209
164,177,20111212
164,177,20111214
164,177,20111225
164,177,20120122
164,177,20120129
164,177,20120214
164,177,20120215
164,177,20120221
164,177,20120223
164,177,20120227
164,177,20120228
164,177,20120229
164,177,20120301
164,177,20120308
164,177,20120309
164,177,20120318
164,177,20120328
164,177,20120424
165,28,20110919
165,133,20120115
165,133,20120116
165,133,20120118
165,133,20120119
165,133,20120120
165,133,20120124
165,133,20120126
165,133,20120127
165,133,20120128
165,133,20120130
165,133,20120201
165,133,20120203
165,133,20120204
165,133,20120206
165,133,20120209
165,133,20120210
165,133,20120212
165,133,20120213
165,133,20120214
165,133,20120215
165,133,20120304
165,133,20120305
165,133,20120308
165,133,20120318
165,133,20120319
165,133,20120320
165,133,20120321
165,133,20120322
165,133,20120323
165,133,20120324
165,133,20120328
165,133,20120330
165,133,20120331
165,133,20120401
165,133,20120402
165,133,20120413
165,133,20120414
165,133,20120416
165,133,20120419
165,133,20120420
165,133,20120422
165,133,20120423
165,133,20120428
165,133,20120429
165,133,20120430
165,133,20120502
165,133,20120503
165,133,20120505
165,133,20120510
165,133,20120511
165,133,20120512
165,134,20120115
165,134,20120117
165,134,20120414
165,134,20120421
165,134,20120428
165,152,20110911
165,152,20110916
165,152,20111002
165,152,20111006
165,152,20111029
165,152,20111104
165,152,20111105
165,152,20111111
165,152,20111112
165,152,20111115
165,152,20111118
165,152,20111119
165,152,20111125
165,152,20111129
165,152,20111130
165,152,20111202
165,152,20111203
165,152,20111204
165,152,20111205
165,152,20111209
165,152,20111210
165,152,20111211
165,152,20111212
165,152,20111213
165,152,20111225
165,152,20111227
165,152,20120114
165,152,20120115
165,152,20120116
165,152,20120121
165,152,20120122
165,152,20120126
165,152,20120127
165,152,20120128
165,152,20120131
165,152,20120203
165,152,20120204
165,152,20120209
165,152,20120210
165,152,20120211
165,152,20120212
165,152,20120213
165,152,20120214
165,152,20120303
165,152,20120304
165,152,20120305
165,152,20120306
165,152,20120309
165,152,20120321
165,152,20120322
165,152,20120323
165,152,20120325
165,152,20120327
165,152,20120330
165,152,20120331
165,152,20120401
165,152,20120402
165,152,20120413
165,152,20120414
165,152,20120419
165,152,20120420
165,152,20120422
165,152,20120424
165,152,20120428
165,152,20120501
165,152,20120502
165,152,20120503
165,152,20120504
165,152,20120507
165,152,20120508
165,152,20120509
165,152,20120510
165,166,20111118
165,166,20111205
165,166,20111225
165,166,20120120
165,166,20120128
165,166,20120308
165,166,20120323
165,166,20120420
165,166,20120429
165,166,20120503
165,166,20120507
166,133,20120224
166,133,20120301
166,152,20110822
166,152,20110823
166,152,20110824
166,152,20110825
166,152,20110826
166,152,20110829
166,152,20110830
166,152,20110831
166,152,20110901
166,152,20110902
166,152,20110907
166,152,20110911
166,152,20110912
166,152,20110914
166,152,20110915
166,152,20110917
166,152,20110920
166,152,20110921
166,152,20110923
166,152,20110924
166,152,20110925
166,152,20110926
166,152,20110927
166,152,20110928
166,152,20110929
166,152,20111005
166,152,20111006
166,152,20111010
166,152,20111012
166,152,20111013
166,152,20111017
166,152,20111018
166,152,20111019
166,152,20111020
166,152,20111021
166,152,20111022
166,152,20111023
166,152,20111025
166,152,20111026
166,152,20111027
166,152,20111029
166,152,20111102
166,152,20111104
166,152,20111105
166,152,20111106
166,152,20111107
166,152,20111109
166,152,20111110
166,152,20111114
166,152,20111116
166,152,20111118
166,152,20111120
166,152,20111122
166,152,20111123
166,152,20111124
166,152,20111125
166,152,20111126
166,152,20111127
166,152,20111130
166,152,20111202
166,152,20111203
166,152,20111204
166,152,20111207
166,152,20111208
166,152,20111211
166,152,20111212
166,152,20111215
166,152,20111216
166,152,20111217
166,152,20111218
166,152,20111219
166,152,20111220
166,152,20111222
166,152,20111223
166,152,20111224
166,152,20111227
166,152,20111229
166,152,20120103
166,152,20120105
166,152,20120108
166,152,20120109
166,152,20120111
166,152,20120114
166,152,20120115
166,152,20120116
166,152,20120119
166,152,20120120
166,152,20120121
166,152,20120122
166,152,20120123
166,152,20120125
166,152,20120126
166,152,20120127
166,152,20120202
166,152,20120203
166,152,20120208
166,152,20120210
166,152,20120211
166,152,20120213
166,152,20120214
166,152,20120216
166,152,20120217
166,152,20120218
166,152,20120220
166,152,20120224
166,152,20120227
166,152,20120228
166,152,20120229
166,152,20120301
166,152,20120302
166,152,20120304
166,152,20120305
166,152,20120309
166,152,20120316
166,152,20120320
166,152,20120321
166,152,20120322
166,152,20120323
166,152,20120325
166,152,20120328
166,152,20120330
166,152,20120403
166,152,20120404
166,152,20120411
166,152,20120412
166,152,20120413
166,152,20120415
166,152,20120416
166,152,20120419
166,152,20120420
166,152,20120421
166,152,20120423
166,152,20120425
166,152,20120426
166,152,20120427
166,152,20120428
166,152,20120501
166,152,20120502
166,152,20120503
166,152,20120504
166,152,20120505
166,152,20120506
166,152,20120507
166,152,20120508
166,152,20120510
166,152,20120511
166,165,20111118
166,165,20111205
166,165,20111225
166,165,20120120
166,165,20120128
166,165,20120210
166,165,20120308
166,165,20120323
166,165,20120420
166,165,20120429
166,165,20120503
166,165,20120507
167,21,20120428
167,74,20111114
167,74,20120122
167,74,20120217
167,74,20120227
167,74,20120307
167,74,20120309
167,74,20120328
167,74,20120330
167,74,20120425
167,74,20120428
167,74,20120502
167,74,20120507
167,84,20120422
167,84,20120424
167,84,20120509
167,84,20120510
167,170,20120428
167,179,20110904
167,179,20110910
167,179,20120505
170,91,20110821
170,91,20110822
170,91,20110824
170,91,20110825
170,91,20110826
170,91,20110827
170,91,20110828
170,91,20110829
170,91,20110831
170,91,20110901
170,91,20110902
170,91,20110903
170,91,20110904
170,91,20110905
170,91,20110906
170,91,20110907
170,91,20110908
170,91,20110909
170,91,20110912
170,91,20110913
170,91,20110915
170,91,20110916
170,91,20110917
170,91,20110928
170,91,20111001
170,91,20111002
170,91,20111006
170,91,20111008
170,91,20111010
170,91,20111011
170,91,20111016
170,91,20111024
170,91,20111102
170,91,20111107
170,91,20111112
170,91,20111116
170,91,20111119
170,91,20111120
170,91,20111121
170,91,20111122
170,91,20111128
170,91,20111130
170,91,20111205
170,91,20111207
170,91,20111213
170,91,20111214
170,91,20111215
170,91,20111231
170,91,20120110
170,91,20120114
170,91,20120115
170,91,20120118
170,91,20120120
170,91,20120121
170,91,20120124
170,91,20120127
170,91,20120129
170,91,20120209
170,91,20120210
170,91,20120216
170,91,20120224
170,91,20120225
170,91,20120307
170,91,20120308
170,91,20120316
170,91,20120413
170,91,20120419
170,91,20120510
170,140,20111003
170,140,20111004
170,140,20111005
170,140,20111009
170,140,20111103
170,140,20111120
170,152,20111012
170,152,20111013
170,152,20111024
170,152,20111114
170,152,20111115
170,152,20111117
170,152,20111118
170,152,20111122
170,162,20111023
170,162,20111025
170,162,20111103
170,162,20111110
170,172,20110823
170,172,20110825
170,172,20110831
170,172,20110907
170,172,20110908
170,172,20110912
170,172,20110917
170,172,20110918
170,172,20110919
170,172,20110922
170,172,20110925
170,172,20110926
170,172,20110927
170,172,20110928
170,172,20110929
170,172,20110930
170,172,20111001
170,172,20111002
170,172,20111003
170,172,20111005
170,172,20111006
170,172,20111008
170,172,20111010
170,172,20111014
170,172,20111024
170,172,20111025
170,172,20111027
170,172,20111028
170,172,20111101
170,172,20111102
170,172,20111104
170,172,20111105
170,172,20111106
170,172,20111109
170,172,20111110
170,172,20111112
170,172,20111113
170,172,20111116
170,172,20111119
170,172,20111120
170,172,20111121
170,172,20111127
170,172,20111129
170,172,20111201
170,172,20111202
170,172,20111203
170,172,20111207
170,172,20111209
170,172,20111210
170,172,20111211
170,172,20111212
170,172,20111213
170,172,20111217
170,172,20111221
170,172,20111222
170,172,20111223
170,172,20111224
170,172,20111225
170,172,20120104
170,172,20120116
170,172,20120117
170,172,20120118
170,172,20120119
170,172,20120120
170,172,20120121
170,172,20120122
170,172,20120123
170,172,20120124
170,172,20120125
170,172,20120126
170,172,20120127
170,172,20120128
170,172,20120129
170,172,20120130
170,172,20120131
170,172,20120201
170,172,20120203
170,172,20120205
170,172,20120206
170,172,20120207
170,172,20120208
170,172,20120209
170,172,20120210
170,172,20120211
170,172,20120212
170,172,20120213
170,172,20120214
170,172,20120215
170,172,20120216
170,172,20120217
170,172,20120218
170,172,20120219
170,172,20120220
170,172,20120222
170,172,20120224
170,172,20120225
170,172,20120226
170,172,20120227
170,172,20120228
170,172,20120301
170,172,20120302
170,172,20120303
170,172,20120304
170,172,20120307
170,172,20120308
170,172,20120310
170,172,20120314
170,172,20120315
170,172,20120317
170,172,20120318
170,172,20120319
170,172,20120320
170,172,20120321
170,172,20120322
170,172,20120325
170,172,20120327
170,172,20120329
170,172,20120330
170,172,20120331
170,172,20120402
170,172,20120403
170,172,20120408
170,172,20120409
170,172,20120410
170,172,20120411
170,172,20120412
170,172,20120413
170,172,20120414
170,172,20120415
170,172,20120417
170,172,20120418
170,172,20120419
170,172,20120420
170,172,20120421
170,172,20120422
170,172,20120423
170,172,20120424
170,172,20120425
170,172,20120427
170,172,20120428
170,172,20120429
170,172,20120430
170,172,20120501
170,172,20120502
170,172,20120503
170,172,20120504
170,172,20120505
170,172,20120506
170,172,20120507
170,172,20120509
170,172,20120510
170,172,20120511
170,178,20120303
170,178,20120427
170,179,20120324
171,100,20120301
171,100,20120325
171,100,20120329
171,100,20120331
171,100,20120422
171,100,20120428
171,100,20120501
171,100,20120502
171,100,20120506
171,138,20120501
172,75,20111112
172,75,20111118
172,75,20111119
172,75,20111130
172,75,20111201
172,75,20111211
172,75,20120116
172,75,20120122
172,75,20120124
172,75,20120205
172,75,20120218
172,75,20120225
172,75,20120403
172,75,20120406
172,170,20110823
172,170,20110831
172,170,20110907
172,170,20110908
172,170,20110912
172,170,20110917
172,170,20110918
172,170,20110919
172,170,20110922
172,170,20110925
172,170,20110926
172,170,20110927
172,170,20110929
172,170,20110930
172,170,20111001
172,170,20111002
172,170,20111003
172,170,20111005
172,170,20111006
172,170,20111008
172,170,20111010
172,170,20111013
172,170,20111014
172,170,20111022
172,170,20111023
172,170,20111024
172,170,20111025
172,170,20111027
172,170,20111028
172,170,20111101
172,170,20111102
172,170,20111104
172,170,20111105
172,170,20111106
172,170,20111109
172,170,20111110
172,170,20111111
172,170,20111112
172,170,20111113
172,170,20111116
172,170,20111118
172,170,20111119
172,170,20111120
172,170,20111121
172,170,20111127
172,170,20111129
172,170,20111201
172,170,20111202
172,170,20111203
172,170,20111205
172,170,20111207
172,170,20111208
172,170,20111209
172,170,20111210
172,170,20111211
172,170,20111212
172,170,20111213
172,170,20111216
172,170,20111221
172,170,20111222
172,170,20111223
172,170,20111224
172,170,20111225
172,170,20120116
172,170,20120117
172,170,20120118
172,170,20120119
172,170,20120120
172,170,20120121
172,170,20120122
172,170,20120123
172,170,20120124
172,170,20120125
172,170,20120126
172,170,20120127
172,170,20120128
172,170,20120129
172,170,20120130
172,170,20120131
172,170,20120201
172,170,20120203
172,170,20120204
172,170,20120205
172,170,20120206
172,170,20120207
172,170,20120208
172,170,20120209
172,170,20120210
172,170,20120211
172,170,20120212
172,170,20120213
172,170,20120214
172,170,20120215
172,170,20120216
172,170,20120217
172,170,20120218
172,170,20120219
172,170,20120220
172,170,20120221
172,170,20120222
172,170,20120224
172,170,20120225
172,170,20120226
172,170,20120227
172,170,20120228
172,170,20120229
172,170,20120301
172,170,20120302
172,170,20120303
172,170,20120304
172,170,20120307
172,170,20120308
172,170,20120310
172,170,20120311
172,170,20120314
172,170,20120318
172,170,20120319
172,170,20120320
172,170,20120321
172,170,20120322
172,170,20120323
172,170,20120325
172,170,20120326
172,170,20120327
172,170,20120328
172,170,20120329
172,170,20120330
172,170,20120331
172,170,20120401
172,170,20120402
172,170,20120404
172,170,20120409
172,170,20120410
172,170,20120411
172,170,20120412
172,170,20120413
172,170,20120414
172,170,20120415
172,170,20120418
172,170,20120419
172,170,20120420
172,170,20120421
172,170,20120422
172,170,20120423
172,170,20120424
172,170,20120425
172,170,20120427
172,170,20120428
172,170,20120429
172,170,20120430
172,170,20120501
172,170,20120502
172,170,20120503
172,170,20120504
172,170,20120505
172,170,20120506
172,170,20120507
172,170,20120509
172,170,20120510
172,170,20120511
172,174,20111025
172,174,20111030
172,179,20120224
172,179,20120414
172,179,20120430
173,67,20111105
173,67,20120126
173,67,20120209
173,67,20120210
173,67,20120211
173,67,20120212
173,67,20120218
173,67,20120224
173,67,20120303
173,67,20120322
173,67,20120401
173,67,20120419
173,67,20120501
173,67,20120502
173,84,20111006
173,84,20111013
173,121,20110928
173,121,20110929
173,121,20110930
173,121,20111001
173,121,20111014
173,121,20111019
173,121,20111216
173,121,20111217
173,121,20111225
173,121,20120101
173,121,20120118
173,121,20120119
173,121,20120124
173,121,20120125
173,121,20120217
173,121,20120219
173,121,20120221
173,121,20120224
173,121,20120226
173,121,20120227
173,121,20120317
173,121,20120404
173,132,20110830
173,132,20110905
173,132,20110907
173,132,20110908
173,132,20120131
173,132,20120305
173,133,20111016
173,133,20111110
173,133,20120225
173,192,20110828
173,192,20110829
173,192,20110830
173,192,20110831
173,192,20110901
173,192,20110904
173,192,20110907
173,192,20110908
173,192,20110909
173,192,20110912
173,192,20110915
173,192,20110916
173,192,20110917
173,192,20110918
173,192,20110919
173,192,20110920
173,192,20110921
173,192,20110922
173,192,20110923
173,192,20110926
173,192,20110928
173,192,20110930
173,192,20111003
173,192,20111004
173,192,20111005
173,192,20111007
173,192,20111008
173,192,20111009
173,192,20111010
173,192,20111012
173,192,20111104
173,192,20111114
173,192,20111119
173,192,20111121
173,192,20111127
173,192,20111207
173,192,20111225
173,192,20120130
173,192,20120218
173,192,20120308
173,192,20120321
173,195,20110821
173,195,20110825
173,195,20110826
173,195,20110901
174,11,20111027
174,11,20111028
174,11,20111029
174,11,20111030
174,34,20120427
174,34,20120429
174,34,20120430
174,34,20120508
174,34,20120509
174,34,20120510
174,53,20110823
174,116,20110823
174,158,20110823
174,158,20110824
174,158,20110825
174,158,20110826
174,158,20110828
174,158,20110829
174,158,20110830
174,158,20110831
174,158,20110901
174,158,20110902
174,158,20110903
174,158,20110904
174,158,20110905
174,158,20110906
174,158,20110907
174,158,20110908
174,158,20110911
174,158,20110914
174,158,20110916
174,158,20110917
174,158,20110918
174,158,20110921
174,158,20110923
174,158,20110925
174,158,20110926
174,158,20111002
174,158,20111005
174,158,20111006
174,158,20111007
174,158,20111008
174,158,20111010
174,158,20111011
174,158,20111013
174,158,20111014
174,158,20111018
174,158,20111020
174,158,20111021
174,158,20111022
174,158,20111024
174,158,20111025
174,158,20111026
174,158,20111027
174,158,20111028
174,158,20111029
174,158,20111030
174,158,20111101
174,158,20111103
174,158,20111104
174,158,20111105
174,158,20111107
174,158,20111110
174,158,20111111
174,158,20111116
174,158,20111117
174,158,20111118
174,158,20111119
174,158,20111121
174,158,20111122
174,158,20111123
174,158,20111124
174,158,20111125
174,158,20111126
